SampleNumber Mobility(cm^2/Vs)
0 0.6086546104573016
1 0.7151231710400967
2 0.5415206538252444
3 0.5596295546584337
4 0.6346372362389674
5 0.5856552659297862
6 0.6705639616124357
7 0.5870516158081207
8 0.6721403334153353
9 0.7426387887512693
10 0.5893035166673758
11 0.7977984126132611
12 0.5978000572186314
13 0.5705154372279297
14 0.6120707169918593
15 0.6590017446582742
16 0.6073895236327191
17 0.5856552659297862
18 0.7257411171293089
19 0.6353869608543303
20 0.7006015760302912
21 0.5281901947734381
22 0.6443370275755973
23 0.6861902146703593
24 0.702040529929062
25 0.6371552332251182
26 0.6924149853514905
27 0.6126348202044096
28 0.6126348202044096
29 0.6354799923929794
30 0.6475683818150555
31 0.7333420208549781
32 0.6457487568051749
33 0.5825596365604045
34 0.5661868591190855
35 0.7050143185011093
36 0.6299394440428796
37 0.6443370275755973
38 0.6046936901693576
39 0.61156969465107
40 0.6371741379146515
41 0.646856953369429
42 0.7463920636095953
43 0.7308220950611464
44 0.6299394440428796
45 0.7276789326879372
46 0.557329456986752
47 0.6083020047079777
48 0.7614235342476044
49 0.617048715580111
