SampleNumber Mobility(cm^2/Vs)
0 0.9843938800730727
1 -0.10007583354283683
2 -0.8069036122927289
3 0.16621769668773478
4 0.0
5 0.5341645260909074
6 0.458738803882482
7 1.307281087371023
8 0.7058115524980604
9 -0.15994866593625942
10 -1.0761838512284942
11 0.63533404846184
12 0.2144678598777761
13 1.303589823611007
14 0.10415631555475971
