SampleNumber Mobility(cm^2/Vs)
0 0.2348758151084523
1 0.7374093218632609
2 0.7048722057111585
3 0.613550195865465
4 0.0
5 0.4855686617935522
6 0.6203333421337709
7 0.5599326287409384
8 0.6507569757857321
9 0.5085846788363394
10 0.621192230006246
11 0.8428869539951094
12 0.5504601739375219
13 0.8032921503777875
14 0.027212337396133227
