SampleNumber Mobility(cm^2/Vs)
0 4.033689426203608
1 3.338113139128363
2 3.509541455277341
3 3.8972778289945076
4 5.25053165151431
5 3.3149034600276526
6 3.767238555400774
7 4.074247601868399
8 3.624989623567175
9 3.6964696740112153
10 3.803382776818711
11 3.6398434135590296
12 3.272856634865211
13 3.505717752952557
14 3.496356628725605
