SampleNumber Mobility(cm^2/Vs)
0 2.7810190842001195
1 1.362105818505523
2 2.9215289937950644
3 2.9084552886894692
4 5.5748630075196175
5 3.646368904917211
6 2.0325065352107665
7 4.21106893150759
8 3.7839412613274472
9 3.611624804739816
10 4.784218825512504
11 2.2772533064842966
12 3.476658067631146
13 6.216500716990365
14 5.486033412982851
